"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-115.07","49.49","FERNIE","1152850","2010-09-30","2010","09","30","†","23.0","","2.0","","12.5","","5.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-115.07","49.49","FERNIE","1152850","2010-10-01","2010","10","01","","","","","","","","","","","","","","","","","","","","","","",""
"-115.07","49.49","FERNIE","1152850","2010-10-02","2010","10","02","","","","","","","","","","","","","","","","","","","","","","",""
"-115.07","49.49","FERNIE","1152850","2010-10-03","2010","10","03","","","","","","","","","","","","","","","","","","","","","","",""
"-115.07","49.49","FERNIE","1152850","2010-10-04","2010","10","04","†","17.0","","1.0","","9.0","","9.0","","0.0","","0.5","","0.0","","0.5","","0","","","","",""
"-115.07","49.49","FERNIE","1152850","2010-10-05","2010","10","05","†","20.0","","6.0","","13.0","","5.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-115.07","49.49","FERNIE","1152850","2010-10-06","2010","10","06","†","19.0","","0.0","","9.5","","8.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-115.07","49.49","FERNIE","1152850","2010-10-07","2010","10","07","","","","","","","","","","","","","","","","","","","","","","",""
"-115.07","49.49","FERNIE","1152850","2010-10-08","2010","10","08","","","","","","","","","","","","","","","","","","","","","","",""
"-115.07","49.49","FERNIE","1152850","2010-10-09","2010","10","09","†","16.0","","10.0","","13.0","","5.0","","0.0","","1.5","","0.0","","1.5","","0","","","","",""
"-115.07","49.49","FERNIE","1152850","2010-10-10","2010","10","10","","","","","","","","","","","","","","","","","","","","","","",""
"-115.07","49.49","FERNIE","1152850","2010-10-11","2010","10","11","","","","","","","","","","","","","","","","","","","","","","",""
"-115.07","49.49","FERNIE","1152850","2010-10-12","2010","10","12","†","9.0","","-4.0","","2.5","","15.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-115.07","49.49","FERNIE","1152850","2010-10-13","2010","10","13","†","5.0","","-4.0","","0.5","","17.5","","0.0","","47.0","","0.0","","47.0","","0","","","","",""
"-115.07","49.49","FERNIE","1152850","2010-10-14","2010","10","14","†","10.0","","3.0","","6.5","","11.5","","0.0","","33.0","","0.0","","33.0","","0","","","","",""
"-115.07","49.49","FERNIE","1152850","2010-10-15","2010","10","15","†","9.0","","3.0","","6.0","","12.0","","0.0","","21.6","","0.0","","21.6","","0","","","","",""
"-115.07","49.49","FERNIE","1152850","2010-10-16","2010","10","16","†","12.0","","5.0","","8.5","","9.5","","0.0","","8.0","","0.0","","8.0","","0","","","","",""
"-115.07","49.49","FERNIE","1152850","2010-10-17","2010","10","17","†","11.0","","-7.0","","2.0","","16.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-115.07","49.49","FERNIE","1152850","2010-10-18","2010","10","18","†","14.0","","-5.0","","4.5","","13.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-115.07","49.49","FERNIE","1152850","2010-10-19","2010","10","19","†","15.0","","-4.0","","5.5","","12.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-115.07","49.49","FERNIE","1152850","2010-10-20","2010","10","20","†","16.5","","-3.0","","6.8","","11.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-115.07","49.49","FERNIE","1152850","2010-10-21","2010","10","21","†","18.0","","-4.0","","7.0","","11.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-115.07","49.49","FERNIE","1152850","2010-10-22","2010","10","22","†","12.5","","-2.0","","5.3","","12.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-115.07","49.49","FERNIE","1152850","2010-10-23","2010","10","23","†","9.0","","-1.0","","4.0","","14.0","","0.0","","8.5","","0.0","","8.5","","0","","","","",""
"-115.07","49.49","FERNIE","1152850","2010-10-24","2010","10","24","†","6.0","","3.5","","4.8","","13.2","","0.0","","24.0","","0.0","","24.0","","0","","","","",""
"-115.07","49.49","FERNIE","1152850","2010-10-25","2010","10","25","†","8.0","","1.5","","4.8","","13.2","","0.0","","9.0","","0.0","","9.0","","0","","","","",""
"-115.07","49.49","FERNIE","1152850","2010-10-26","2010","10","26","†","5.0","","2.0","","3.5","","14.5","","0.0","","1.5","","0.0","","1.5","","0","","","","",""
"-115.07","49.49","FERNIE","1152850","2010-10-27","2010","10","27","†","6.0","","2.0","","4.0","","14.0","","0.0","","1.0","","0.0","","1.0","","0","","","","",""
"-115.07","49.49","FERNIE","1152850","2010-10-28","2010","10","28","†","5.0","","-3.0","","1.0","","17.0","","0.0","","13.0","","0.0","","13.0","","0","","","","",""
"-115.07","49.49","FERNIE","1152850","2010-10-29","2010","10","29","†","8.0","","-2.0","","3.0","","15.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-115.07","49.49","FERNIE","1152850","2010-10-30","2010","10","30","","","","","","","","","","","","","","","","","","","","","","",""
"-115.07","49.49","FERNIE","1152850","2010-10-31","2010","10","31","","","","","","","","","","","","","","","","","","","","","","",""
"-115.07","49.49","FERNIE","1152850","2010-11-01","2010","11","01","†","11.0","","6.0","","8.5","","9.5","","0.0","","50.5","","0.0","","50.5","","0","","","","",""
"-115.07","49.49","FERNIE","1152850","2010-11-02","2010","11","02","†","14.0","","6.0","","10.0","","8.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-115.07","49.49","FERNIE","1152850","2010-11-03","2010","11","03","†","12.0","","-3.0","","4.5","","13.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-115.07","49.49","FERNIE","1152850","2010-11-04","2010","11","04","†","12.0","","-4.0","","4.0","","14.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-115.07","49.49","FERNIE","1152850","2010-11-05","2010","11","05","†","10.0","","-2.5","","3.8","","14.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-115.07","49.49","FERNIE","1152850","2010-11-06","2010","11","06","†","11.0","","4.0","","7.5","","10.5","","0.0","","4.0","","0.0","","4.0","","0","","","","",""
"-115.07","49.49","FERNIE","1152850","2010-11-07","2010","11","07","†","10.0","","9.0","","9.5","","8.5","","0.0","","31.0","","0.0","","31.0","","0","","","","",""
"-115.07","49.49","FERNIE","1152850","2010-11-08","2010","11","08","†","7.0","","2.0","","4.5","","13.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-115.07","49.49","FERNIE","1152850","2010-11-09","2010","11","09","†","4.0","","1.0","","2.5","","15.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-115.07","49.49","FERNIE","1152850","2010-11-10","2010","11","10","","","","","","","","","","","","","","","","","","","","","","",""
"-115.07","49.49","FERNIE","1152850","2010-11-11","2010","11","11","","","","","","","","","","","","","","","","","","","","","","",""
"-115.07","49.49","FERNIE","1152850","2010-11-12","2010","11","12","†","8.0","","-5.0","","1.5","","16.5","","0.0","","0.2","","0.0","","0.2","","2","","","","",""
"-115.07","49.49","FERNIE","1152850","2010-11-13","2010","11","13","†","8.0","","-2.0","","3.0","","15.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-115.07","49.49","FERNIE","1152850","2010-11-14","2010","11","14","†","6.0","","-5.0","","0.5","","17.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-115.07","49.49","FERNIE","1152850","2010-11-15","2010","11","15","†","9.0","","-3.0","","3.0","","15.0","","0.0","","13.0","","0.0","T","13.0","","0","","","","",""
"-115.07","49.49","FERNIE","1152850","2010-11-16","2010","11","16","†","1.0","","0.0","","0.5","","17.5","","0.0","","0.0","","7.0","","7.0","","0","","","","",""
"-115.07","49.49","FERNIE","1152850","2010-11-17","2010","11","17","†","-5.0","","-7.0","","-6.0","","24.0","","0.0","","0.0","","37.0","","37.0","","7","","","","",""
"-115.07","49.49","FERNIE","1152850","2010-11-18","2010","11","18","†","-5.0","","-8.0","","-6.5","","24.5","","0.0","","0.0","","8.0","","8.0","","44","","","","",""
"-115.07","49.49","FERNIE","1152850","2010-11-19","2010","11","19","†","-7.0","","-16.0","","-11.5","","29.5","","0.0","","0.0","","0.0","","0.0","","50","","","","",""
"-115.07","49.49","FERNIE","1152850","2010-11-20","2010","11","20","†","-10.5","","-15.5","","-13.0","","31.0","","0.0","","0.0","","0.0","","0.0","","49","","","","",""
"-115.07","49.49","FERNIE","1152850","2010-11-21","2010","11","21","","","","","","","","","","","","","","","","","","","","","","",""
"-115.07","49.49","FERNIE","1152850","2010-11-22","2010","11","22","†","-15.0","","-16.0","","-15.5","","33.5","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-115.07","49.49","FERNIE","1152850","2010-11-23","2010","11","23","†","-15.0","","-19.0","","-17.0","","35.0","","0.0","","0.0","","0.0","","0.0","","35","","","","",""
"-115.07","49.49","FERNIE","1152850","2010-11-24","2010","11","24","†","-17.0","","-25.0","","-21.0","","39.0","","0.0","","0.0","","0.0","T","0.0","T","33","","","","",""
"-115.07","49.49","FERNIE","1152850","2010-11-25","2010","11","25","†","-8.0","","-19.0","","-13.5","","31.5","","0.0","","0.0","","2.0","","2.0","","0","","","","",""
"-115.07","49.49","FERNIE","1152850","2010-11-26","2010","11","26","†","-3.0","","-19.0","","-11.0","","29.0","","0.0","","0.0","","8.0","","8.0","","33","","","","",""
"-115.07","49.49","FERNIE","1152850","2010-11-27","2010","11","27","†","-3.0","","-8.0","","-5.5","","23.5","","0.0","","0.0","","2.0","","2.0","","38","","","","",""
"-115.07","49.49","FERNIE","1152850","2010-11-28","2010","11","28","†","-3.0","","-7.0","","-5.0","","23.0","","0.0","","0.0","","0.0","","0.0","","40","","","","",""
"-115.07","49.49","FERNIE","1152850","2010-11-29","2010","11","29","†","-3.0","","-9.0","","-6.0","","24.0","","0.0","","0.0","","4.0","","4.0","","40","","","","",""
"-115.07","49.49","FERNIE","1152850","2010-11-30","2010","11","30","†","-2.0","","-5.0","","-3.5","","21.5","","0.0","","0.0","","8.0","","8.0","","44","","","","",""
"-115.07","49.49","FERNIE","1152850","2010-12-01","2010","12","01","†","1.0","","-5.0","","-2.0","","20.0","","0.0","","0.0","","6.0","","6.0","","45","","","","",""
"-115.07","49.49","FERNIE","1152850","2010-12-02","2010","12","02","","","","","","","","","","","","","","","","","","","","","","",""
"-115.07","49.49","FERNIE","1152850","2010-12-03","2010","12","03","","","","","","","","","","","","","","","","","","","","","","",""
"-115.07","49.49","FERNIE","1152850","2010-12-04","2010","12","04","†","-3.0","","-14.0","","-8.5","","26.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-115.07","49.49","FERNIE","1152850","2010-12-05","2010","12","05","†","-2.0","","-17.0","","-9.5","","27.5","","0.0","","0.0","","0.0","","0.0","","39","","","","",""
"-115.07","49.49","FERNIE","1152850","2010-12-06","2010","12","06","†","-10.0","","-22.0","","-16.0","","34.0","","0.0","","0.0","","0.0","","0.0","","38","","","","",""
"-115.07","49.49","FERNIE","1152850","2010-12-07","2010","12","07","†","-4.0","","-15.0","","-9.5","","27.5","","0.0","","0.0","","3.0","","3.0","","0","","","","",""
"-115.07","49.49","FERNIE","1152850","2010-12-08","2010","12","08","†","5.0","","-9.0","","-2.0","","20.0","","0.0","","6.0","","0.0","","6.0","","38","","","","",""
"-115.07","49.49","FERNIE","1152850","2010-12-09","2010","12","09","†","4.0","","0.0","","2.0","","16.0","","0.0","","10.0","","0.0","","10.0","","0","","","","",""
"-115.07","49.49","FERNIE","1152850","2010-12-10","2010","12","10","†","2.0","","0.0","","1.0","","17.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-115.07","49.49","FERNIE","1152850","2010-12-11","2010","12","11","†","1.0","","-6.0","","-2.5","","20.5","","0.0","","0.0","","10.0","","10.0","","34","","","","",""
"-115.07","49.49","FERNIE","1152850","2010-12-12","2010","12","12","†","2.0","","-6.0","","-2.0","","20.0","","0.0","","24.6","","0.0","","24.6","","43","","","","",""
"-115.07","49.49","FERNIE","1152850","2010-12-13","2010","12","13","†","6.0","","0.0","","3.0","","15.0","","0.0","","7.8","","3.0","","10.8","","41","","","","",""
"-115.07","49.49","FERNIE","1152850","2010-12-14","2010","12","14","†","6.0","","0.0","","3.0","","15.0","","0.0","","4.0","","1.0","","5.0","","40","","","","",""
"-115.07","49.49","FERNIE","1152850","2010-12-15","2010","12","15","†","1.0","","-1.0","","0.0","","18.0","","0.0","","0.0","","0.0","","0.0","","40","","","","",""
"-115.07","49.49","FERNIE","1152850","2010-12-16","2010","12","16","†","-4.0","","-8.0","","-6.0","","24.0","","0.0","","0.0","","0.0","","0.0","","40","","","","",""
"-115.07","49.49","FERNIE","1152850","2010-12-17","2010","12","17","†","-6.0","","-15.0","","-10.5","","28.5","","0.0","","0.0","","0.0","","0.0","","40","","","","",""
"-115.07","49.49","FERNIE","1152850","2010-12-18","2010","12","18","†","-8.0","","-22.0","","-15.0","","33.0","","0.0","","0.0","","0.0","","0.0","","40","","","","",""
"-115.07","49.49","FERNIE","1152850","2010-12-19","2010","12","19","†","-9.0","","-20.0","","-14.5","","32.5","","0.0","","0.0","","0.0","","0.0","","40","","","","",""
"-115.07","49.49","FERNIE","1152850","2010-12-20","2010","12","20","†","-9.0","","-18.0","","-13.5","","31.5","","0.0","","0.0","","3.0","","3.0","","40","","","","",""
"-115.07","49.49","FERNIE","1152850","2010-12-21","2010","12","21","†","-5.0","","-12.0","","-8.5","","26.5","","0.0","","0.0","","0.0","","0.0","","43","","","","",""
"-115.07","49.49","FERNIE","1152850","2010-12-22","2010","12","22","†","-5.0","","-20.0","","-12.5","","30.5","","0.0","","0.0","","0.0","","0.0","","42","","","","",""
"-115.07","49.49","FERNIE","1152850","2010-12-23","2010","12","23","†","-2.0","","-11.0","","-6.5","","24.5","","0.0","","0.0","","0.0","","0.0","","41","","","","",""
"-115.07","49.49","FERNIE","1152850","2010-12-24","2010","12","24","†","-5.0","","-15.0","","-10.0","","28.0","","0.0","","0.0","","0.0","","0.0","","41","","","","",""
"-115.07","49.49","FERNIE","1152850","2010-12-25","2010","12","25","†","-4.0","","-15.0","","-9.5","","27.5","","0.0","","0.0","","0.0","","0.0","","41","","","","",""
"-115.07","49.49","FERNIE","1152850","2010-12-26","2010","12","26","†","3.0","","-17.0","","-7.0","","25.0","","0.0","","0.0","","0.0","","0.0","","40","","","","",""
"-115.07","49.49","FERNIE","1152850","2010-12-27","2010","12","27","†","4.0","","-4.0","","0.0","","18.0","","0.0","","0.0","","9.0","","9.0","","42","","","","",""
"-115.07","49.49","FERNIE","1152850","2010-12-28","2010","12","28","†","","","","","","","","","","","","","","","","","54","","","","",""
"-115.07","49.49","FERNIE","1152850","2010-12-29","2010","12","29","","","","","","","","","","","","","","","","","","","","","","",""
"-115.07","49.49","FERNIE","1152850","2010-12-30","2010","12","30","","","","","","","","","","","","","","","","","","","","","","",""
"-115.07","49.49","FERNIE","1152850","2010-12-31","2010","12","31","","","","","","","","","","","","","","","","","","","","","","",""
